UsuarioID,TIPO_CLIENTE_BEME,SEGMENTO_BEME,NANO_SEGMENTO,MICRO_SEGMENTO,MODULO,ZONA,CTA_CTA_BIPERSONAL,CTA_CTA_UNIPERSONAL,CUENTA_PROVEEDOR,CUENTA_RUT,CUENTA_EMPRENDEDOR,CAJA_VECINA,CHEQ_MICROEMPRESA,CHEQ_OTRA,CTA_CTE_OTRA,LINEA_DE_CREDITO,TARJETA,EDAD,COMPORTAMIENTO_SBIF,COMPORTAMIENTO_BEME,SEXO,TIPO_PERSONA,TIPO_SOCIEDAD_CRITERIO_BEME,TRX_APP,TRX_BATCH,TRX_BECO,TRX_Buzonera,TRX_Caja,TRX_Caja_Vecina,TRX_Cajero_Automatico,TRX_Dispensadores,TRX_FALABELLA,TRX_Internet,TRX_Meson,TRX_MYPE,TRX_RedBanc,TRX_RedCompra,TRX_ServiEstado,Uso_Digital_3M,Uso_Web_3M,Uso_App_3M,Uso_Digital_Anual,Uso_Web_Anual,Uso_App_Anual,Con_Clave_Atm,Con_Clave_INET,Hab_BIPass,PERFIL_RIESGO,INF_COMERCIAL,GRP_PROPENSION,TIPO_CLIENTE,TIENE_PREAP,CANAL
1234,Microempresas,Turismo,Segmento B,Segmento C,Region 2,Zona 2,0,0,0,0,1,0,0,1,0,1,1,71,Bueno,Malo,F,1,SPA,74,57,6,69,43,54,31,3,45,48,88,44,64,94,12,0,0,0,1,1,0,0,1,0,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,
1235,Microempresas,Transporte,Segmento C,Segmento C,Region 1,Zona 1,1,1,0,1,1,0,1,1,1,0,0,54,Malo,Regular,M,2,Sindicatos,19,75,13,41,76,29,31,10,9,15,57,91,41,37,45,0,1,1,1,1,1,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
1236,Microempresas,Comercial,Segmento C,Segmento B,Region 1,Zona 2,1,0,0,0,0,1,0,0,1,0,1,52,Bueno,Malo,F,1,Federacion,37,90,11,10,36,80,47,71,13,35,29,95,63,71,39,0,1,0,1,1,0,0,1,0,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
1237,deudor no comercial,Turismo,Segmento C,Segmento A,Region 2,Zona 3,0,0,0,0,0,1,1,0,1,0,0,39,Bueno,Bueno,F,1,Sociedad,38,33,7,7,71,53,75,72,46,19,78,81,23,82,34,0,0,0,1,1,1,1,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
1238,deudor comercial,Comercial,Segmento A,Segmento B,Region 3,Zona 3,0,1,0,0,1,1,0,0,0,0,0,45,Regular,Regular,M,2,Federacion,28,16,57,37,69,37,93,64,53,87,42,54,11,11,68,1,0,0,0,1,0,0,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
1239,Microempresas,Comercial,Segmento A,Segmento C,Region 1,Zona 3,0,0,0,1,0,1,1,1,0,0,1,68,Bueno,Regular,F,2,Sociedad,85,47,79,48,76,62,19,19,88,85,7,36,94,37,81,0,1,1,0,1,0,1,0,0,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
1240,Microempresas,Transporte,Segmento C,Segmento C,Region 2,Zona 2,1,0,0,1,1,0,0,0,1,1,1,59,Malo,Bueno,F,1,Sociedad,71,16,87,6,20,86,74,10,71,21,87,40,61,32,58,1,0,1,0,0,1,1,0,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
1241,deudor comercial,Transporte,Segmento A,Segmento C,Region 3,Zona 2,0,1,0,0,0,1,1,0,1,0,0,42,Bueno,Malo,M,1,SPA,38,82,8,13,82,13,15,98,91,78,16,61,15,4,18,1,1,1,1,0,1,0,1,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,RED SUCURSALES
1242,deudor no comercial,Turismo,Segmento C,Segmento B,Region 2,Zona 3,1,0,1,0,1,0,1,0,1,0,0,33,Regular,Malo,M,1,Sindicatos,71,5,56,14,86,85,28,89,27,82,39,33,14,57,75,0,0,1,0,1,1,0,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
1243,deudor comercial,Transporte,Segmento A,Segmento B,Region 1,Zona 1,0,0,0,1,0,0,0,0,0,1,0,57,Malo,Regular,F,1,SPA,19,68,31,97,76,78,22,80,3,5,25,74,72,4,5,0,1,1,1,1,0,0,0,1,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,SALESFORCE - CCL
1244,deudor no comercial,Transporte,Segmento A,Segmento A,Region 3,Zona 2,1,1,0,0,0,0,1,0,1,1,0,32,Malo,Bueno,M,2,SPA,68,43,70,25,29,8,0,69,2,83,20,78,23,46,95,0,0,1,1,1,0,0,1,0,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
1245,deudor comercial,Turismo,Segmento A,Segmento B,Region 3,Zona 3,0,1,1,1,0,0,0,0,0,1,1,62,Regular,Bueno,F,1,Cooperativas,69,13,31,16,80,51,47,97,66,48,91,34,8,54,79,1,0,0,1,1,1,1,1,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
1246,Microempresas,Comercial,Segmento B,Segmento C,Region 3,Zona 3,0,1,0,0,1,0,0,0,0,0,1,23,Malo,Malo,F,2,SPA,71,19,63,99,37,56,76,97,20,74,5,7,22,44,98,1,0,1,1,1,0,0,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
1247,deudor no comercial,Turismo,Segmento B,Segmento A,Region 2,Zona 3,0,1,0,1,0,0,0,1,1,1,1,55,Bueno,Regular,M,2,Federacion,62,41,13,37,85,33,29,75,65,5,85,30,85,64,35,0,0,0,0,1,0,1,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
1248,deudor no comercial,Comercial,Segmento C,Segmento C,Region 2,Zona 3,1,0,1,1,1,1,1,1,1,0,0,47,Bueno,Regular,M,2,Cooperativas,44,93,50,18,21,39,81,54,13,94,54,71,26,86,15,0,0,1,1,0,1,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,RED SUCURSALES
1249,deudor no comercial,Transporte,Segmento B,Segmento C,Region 3,Zona 1,0,1,1,1,1,1,0,1,1,0,0,44,Regular,Regular,M,2,Cooperativas,38,71,56,8,21,11,93,37,21,3,56,25,21,24,81,0,1,0,1,1,0,0,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
1250,Microempresas,Turismo,Segmento B,Segmento C,Region 2,Zona 1,1,1,0,0,1,0,0,1,0,0,1,18,Bueno,Malo,M,2,Cooperativas,66,43,21,0,58,84,35,98,82,85,50,78,13,95,20,1,0,0,0,1,0,1,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
1251,Microempresas,Turismo,Segmento C,Segmento C,Region 1,Zona 1,0,0,0,0,0,1,1,1,0,0,1,46,Malo,Bueno,M,1,Sociedad,10,33,99,44,65,48,26,13,27,78,83,55,45,57,9,1,0,1,1,0,0,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
1252,Microempresas,Turismo,Segmento C,Segmento A,Region 2,Zona 2,0,0,1,0,1,1,1,1,1,1,1,38,Malo,Malo,F,2,SPA,82,65,56,40,22,90,31,54,24,83,8,68,39,68,60,0,1,0,0,0,1,1,0,1,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
1253,Microempresas,Transporte,Segmento C,Segmento B,Region 1,Zona 3,0,0,0,1,1,0,1,0,1,0,0,43,Regular,Malo,M,1,SPA,35,46,61,30,89,38,92,26,20,27,59,31,86,18,70,0,0,1,1,1,0,0,0,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
1254,Microempresas,Comercial,Segmento A,Segmento B,Region 3,Zona 3,1,1,1,1,1,0,1,1,0,0,0,39,Malo,Regular,F,1,Federacion,43,40,82,89,8,29,98,51,25,12,0,6,13,21,49,1,1,0,0,1,1,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
1255,deudor comercial,Transporte,Segmento C,Segmento C,Region 2,Zona 1,1,1,1,1,0,0,0,0,0,1,1,55,Bueno,Bueno,M,2,Cooperativas,70,33,73,96,1,53,7,10,33,13,88,94,70,45,36,1,1,0,1,1,1,0,1,1,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
1256,deudor comercial,Comercial,Segmento A,Segmento C,Region 3,Zona 2,1,1,0,0,0,0,0,0,0,1,0,32,Bueno,Bueno,F,2,Sociedad,25,23,70,29,14,30,90,23,11,84,23,75,60,57,25,0,1,1,1,0,1,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
1257,deudor no comercial,Comercial,Segmento C,Segmento A,Region 2,Zona 2,1,1,0,1,1,1,1,1,1,0,0,46,Malo,Regular,M,2,Sociedad,88,16,34,57,63,88,72,31,30,40,8,7,34,15,32,0,1,0,0,0,1,0,1,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,RED SUCURSALES
1258,deudor comercial,Comercial,Segmento C,Segmento C,Region 3,Zona 2,0,0,1,1,1,1,1,1,1,1,1,32,Bueno,Regular,F,2,Federacion,55,26,18,72,0,70,8,53,21,2,24,65,43,23,8,1,0,0,1,1,1,1,0,0,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
1259,Microempresas,Turismo,Segmento C,Segmento B,Region 2,Zona 3,1,0,1,1,1,0,1,1,1,0,1,47,Bueno,Malo,F,1,Sindicatos,63,41,48,26,91,33,44,74,53,90,21,65,85,63,89,0,0,0,0,1,0,1,0,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,RED SUCURSALES
1260,deudor comercial,Comercial,Segmento A,Segmento B,Region 1,Zona 2,0,0,1,0,1,1,1,1,1,0,0,34,Malo,Malo,M,2,Sindicatos,95,52,67,95,56,82,10,86,10,49,9,21,59,55,4,1,1,1,0,1,1,1,1,0,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
1261,deudor no comercial,Turismo,Segmento A,Segmento C,Region 1,Zona 3,1,0,1,0,0,0,0,0,0,0,1,61,Malo,Regular,F,1,Sociedad,72,26,87,51,51,8,22,70,6,8,82,51,51,15,74,1,0,0,1,0,0,1,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,
1262,deudor no comercial,Turismo,Segmento C,Segmento B,Region 1,Zona 2,0,0,1,1,0,1,0,0,0,1,1,40,Bueno,Bueno,F,2,SPA,67,99,58,1,25,72,93,93,84,14,59,99,79,67,73,1,1,0,0,1,1,1,0,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
1263,deudor comercial,Turismo,Segmento C,Segmento C,Region 2,Zona 2,1,0,1,1,1,0,1,1,0,1,0,40,Malo,Malo,F,2,SPA,70,29,0,88,30,20,71,86,69,87,45,67,23,43,73,0,1,0,0,0,0,0,1,1,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
1264,Microempresas,Comercial,Segmento B,Segmento C,Region 1,Zona 2,1,0,1,0,1,1,0,1,0,1,0,59,Bueno,Malo,M,2,Sociedad,7,25,23,98,24,10,82,11,67,99,15,6,28,10,57,1,0,1,1,1,0,1,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,
1265,deudor comercial,Transporte,Segmento B,Segmento C,Region 1,Zona 3,0,1,0,0,0,0,0,1,0,1,1,43,Regular,Regular,M,2,SPA,1,0,14,12,86,6,18,54,35,8,85,64,98,53,89,0,1,1,1,1,0,0,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
1266,deudor comercial,Transporte,Segmento A,Segmento B,Region 1,Zona 1,1,0,1,0,0,0,0,1,1,0,1,52,Malo,Regular,M,2,Sindicatos,27,67,2,90,19,29,13,56,32,19,40,86,25,27,94,1,1,1,1,1,0,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
1267,deudor no comercial,Transporte,Segmento A,Segmento C,Region 2,Zona 3,0,0,1,0,1,0,1,0,1,0,0,71,Bueno,Bueno,F,2,Sociedad,63,7,7,97,81,43,73,90,75,44,58,99,34,60,30,1,0,0,0,1,1,1,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,RED SUCURSALES
1268,deudor comercial,Turismo,Segmento C,Segmento A,Region 3,Zona 3,0,1,1,0,0,1,1,0,0,1,1,30,Regular,Regular,F,1,Sociedad,43,67,34,9,55,60,86,85,9,32,36,42,76,16,25,1,1,0,1,1,1,0,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,VENTA CENTRALIZADA
1269,deudor comercial,Comercial,Segmento A,Segmento A,Region 2,Zona 3,0,1,1,1,0,1,0,0,0,1,1,29,Regular,Regular,M,2,Sindicatos,54,72,60,27,64,70,85,17,63,9,7,39,44,2,46,0,0,0,0,1,1,0,0,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
1270,Microempresas,Turismo,Segmento C,Segmento C,Region 1,Zona 3,1,0,0,0,0,0,0,0,0,1,1,49,Bueno,Malo,M,1,Sindicatos,56,28,35,45,63,33,51,78,40,42,20,64,9,23,84,1,1,1,0,1,1,1,0,1,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE -WEB
1271,deudor comercial,Transporte,Segmento C,Segmento B,Region 2,Zona 1,1,1,1,0,1,1,1,0,0,1,0,49,Malo,Regular,F,2,Cooperativas,85,37,93,29,82,83,57,7,97,88,48,5,80,19,5,1,0,1,1,1,1,0,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,
1272,Microempresas,Comercial,Segmento B,Segmento A,Region 3,Zona 3,0,0,1,0,0,1,1,0,0,0,1,28,Malo,Regular,M,1,Cooperativas,18,19,72,78,39,90,23,10,67,34,67,41,24,27,2,1,0,1,1,0,0,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
1273,Microempresas,Transporte,Segmento B,Segmento B,Region 1,Zona 2,1,1,1,1,0,1,1,1,1,0,0,61,Regular,Bueno,F,1,Cooperativas,73,28,54,86,94,27,59,53,47,68,38,34,45,47,1,1,0,1,1,0,1,0,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
1274,deudor comercial,Comercial,Segmento B,Segmento C,Region 1,Zona 3,0,0,0,0,0,0,1,0,0,1,1,45,Regular,Regular,M,1,Cooperativas,16,46,76,44,29,86,84,22,51,59,39,52,19,39,80,1,1,0,0,0,0,0,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,RED SUCURSALES
1275,deudor comercial,Turismo,Segmento B,Segmento B,Region 1,Zona 2,0,0,1,1,0,1,0,0,0,0,1,23,Regular,Malo,F,1,Federacion,84,56,0,67,3,88,89,64,7,95,16,32,24,0,98,0,0,0,0,0,1,1,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,RED SUCURSALES
1276,Microempresas,Comercial,Segmento B,Segmento C,Region 3,Zona 1,0,1,0,0,1,1,0,1,0,0,1,49,Malo,Bueno,M,2,SPA,84,62,85,83,9,36,89,30,2,73,45,79,23,40,47,1,1,0,0,1,0,1,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
1277,deudor no comercial,Transporte,Segmento A,Segmento A,Region 1,Zona 3,1,0,0,0,1,0,1,1,0,1,0,34,Regular,Bueno,F,2,Cooperativas,24,62,91,20,60,36,19,7,90,90,15,98,98,78,44,1,0,1,0,1,1,1,0,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
1278,deudor comercial,Transporte,Segmento A,Segmento A,Region 2,Zona 1,0,1,1,1,1,1,1,1,0,0,1,55,Regular,Bueno,F,1,Sociedad,85,35,56,27,40,46,72,53,90,15,80,1,52,19,24,1,0,1,0,0,1,0,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
1279,Microempresas,Turismo,Segmento C,Segmento C,Region 2,Zona 2,1,1,1,1,1,1,1,0,0,1,0,52,Bueno,Malo,M,2,Cooperativas,77,66,81,61,96,18,16,85,26,82,75,86,22,63,95,0,0,1,1,0,0,1,1,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
1280,Microempresas,Turismo,Segmento A,Segmento C,Region 3,Zona 1,0,0,1,0,0,1,0,1,0,1,0,65,Bueno,Regular,F,2,Sindicatos,2,97,30,11,18,66,33,44,48,22,18,30,5,64,38,0,0,0,1,1,0,0,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
1281,Microempresas,Turismo,Segmento A,Segmento A,Region 2,Zona 2,0,0,1,0,1,1,1,0,0,1,1,54,Regular,Malo,M,2,SPA,80,75,2,37,80,26,99,25,7,91,2,90,63,37,41,0,1,1,0,0,1,1,1,0,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
1282,deudor comercial,Turismo,Segmento C,Segmento B,Region 3,Zona 1,0,1,0,1,1,0,1,1,0,1,0,53,Regular,Malo,M,1,Cooperativas,74,18,99,48,87,43,72,39,42,31,86,93,84,96,7,1,1,1,0,0,1,0,1,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
1283,deudor comercial,Turismo,Segmento A,Segmento C,Region 2,Zona 1,1,1,1,1,0,0,0,1,1,1,1,67,Bueno,Regular,F,2,Federacion,36,82,85,13,6,34,0,73,85,65,24,5,45,77,47,1,1,0,1,0,0,0,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
1284,Microempresas,Turismo,Segmento B,Segmento B,Region 1,Zona 1,0,1,0,0,1,0,1,1,0,1,1,46,Bueno,Regular,F,1,Cooperativas,82,23,41,40,76,91,30,85,69,53,44,99,52,35,49,0,1,1,0,1,1,1,0,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,
1285,Microempresas,Transporte,Segmento B,Segmento B,Region 1,Zona 3,1,0,1,1,0,0,1,0,1,1,0,53,Regular,Bueno,F,2,Sindicatos,89,87,35,42,3,30,3,0,84,95,72,61,47,20,96,0,0,1,0,1,0,1,0,0,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,RED SUCURSALES
1286,deudor no comercial,Comercial,Segmento A,Segmento C,Region 2,Zona 1,1,1,1,1,0,0,1,0,0,1,0,19,Bueno,Malo,M,2,SPA,88,22,21,34,76,35,30,90,78,6,75,10,79,51,66,0,0,1,1,1,0,0,1,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
1287,Microempresas,Transporte,Segmento B,Segmento B,Region 1,Zona 1,0,0,0,1,0,0,0,0,1,1,1,48,Regular,Malo,F,2,Cooperativas,28,19,85,25,95,35,42,33,53,87,55,21,58,10,78,1,0,1,0,0,1,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
1288,deudor no comercial,Comercial,Segmento C,Segmento A,Region 2,Zona 1,1,0,1,0,1,0,0,0,1,1,1,48,Regular,Malo,F,1,Sociedad,99,76,94,27,99,22,45,36,27,8,10,51,47,86,66,1,0,0,1,1,0,1,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
1289,deudor comercial,Comercial,Segmento B,Segmento A,Region 3,Zona 3,1,0,1,0,1,1,1,0,1,1,0,43,Bueno,Bueno,F,2,Sindicatos,55,24,79,0,90,25,95,77,65,35,4,41,40,55,51,0,1,0,0,0,0,1,0,1,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,
1290,deudor comercial,Comercial,Segmento C,Segmento A,Region 1,Zona 1,0,0,1,0,1,1,1,0,1,1,0,28,Regular,Regular,M,1,Federacion,3,88,70,90,46,48,89,49,44,69,56,85,77,71,31,0,0,1,0,0,0,0,0,1,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
1291,deudor comercial,Transporte,Segmento A,Segmento B,Region 2,Zona 2,0,0,0,1,0,1,1,1,1,0,0,70,Bueno,Bueno,M,1,Sindicatos,64,32,55,34,22,23,8,20,64,6,4,97,26,36,16,1,0,1,1,1,1,0,1,0,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
1292,deudor no comercial,Comercial,Segmento B,Segmento C,Region 3,Zona 1,1,1,1,1,1,0,0,0,0,1,0,25,Regular,Bueno,M,2,Sociedad,46,83,38,86,76,26,60,46,74,58,56,8,10,77,3,0,0,0,1,0,1,0,0,1,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
1293,deudor comercial,Comercial,Segmento A,Segmento C,Region 2,Zona 1,1,1,1,0,1,1,0,1,1,0,1,33,Regular,Bueno,F,2,Sociedad,25,7,84,63,77,73,56,77,87,59,20,2,85,34,36,1,0,1,0,0,1,0,1,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
1294,deudor no comercial,Turismo,Segmento B,Segmento B,Region 3,Zona 1,0,0,0,0,1,1,0,1,0,1,1,32,Bueno,Regular,F,1,Cooperativas,96,17,29,83,3,81,88,46,79,78,79,38,52,4,67,0,0,1,1,1,0,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
1295,deudor comercial,Turismo,Segmento A,Segmento B,Region 3,Zona 1,1,0,0,1,0,0,0,0,1,1,1,63,Regular,Bueno,F,1,Sociedad,16,27,77,30,40,9,64,71,15,8,20,72,4,1,33,0,1,0,0,0,0,1,1,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE - CCL
1296,Microempresas,Comercial,Segmento C,Segmento A,Region 3,Zona 2,0,1,0,1,1,1,1,0,0,1,1,20,Regular,Bueno,F,1,Cooperativas,40,17,13,64,45,12,72,47,31,99,95,98,41,50,13,0,1,1,1,1,1,0,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
1297,Microempresas,Comercial,Segmento A,Segmento C,Region 3,Zona 1,1,1,1,1,0,1,0,1,1,0,1,51,Malo,Malo,F,2,Sociedad,85,13,91,6,3,72,70,74,21,36,86,7,33,4,59,1,1,0,0,0,1,1,0,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,SI,VENTA CENTRALIZADA
1298,deudor comercial,Comercial,Segmento C,Segmento B,Region 1,Zona 3,0,0,1,0,0,0,1,0,1,1,0,49,Malo,Regular,F,2,Cooperativas,23,86,32,38,36,8,69,92,1,62,23,74,97,40,36,0,0,1,0,0,0,1,1,0,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE - CCL
1299,Microempresas,Transporte,Segmento B,Segmento A,Region 2,Zona 1,1,0,1,1,1,1,0,0,0,1,0,71,Bueno,Bueno,M,2,Federacion,70,87,26,39,45,17,11,85,56,26,86,83,3,65,86,0,1,0,1,1,1,0,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
1300,Microempresas,Transporte,Segmento B,Segmento C,Region 1,Zona 3,0,1,1,1,0,1,0,0,0,1,1,66,Regular,Regular,F,1,Cooperativas,9,6,55,42,37,53,19,17,76,7,94,92,84,82,74,0,0,1,0,0,1,1,0,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,NO,
1301,deudor comercial,Turismo,Segmento A,Segmento C,Region 2,Zona 2,1,1,1,0,0,1,1,0,0,1,1,32,Regular,Regular,M,2,SPA,13,65,14,40,54,40,33,9,75,43,88,85,35,75,16,1,0,0,0,0,1,0,1,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
1302,Microempresas,Turismo,Segmento B,Segmento B,Region 1,Zona 1,0,0,0,1,0,0,0,0,0,1,0,23,Bueno,Malo,F,1,SPA,12,97,18,44,64,42,38,84,45,22,73,20,0,85,49,0,1,1,0,0,0,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
1303,deudor no comercial,Transporte,Segmento B,Segmento B,Region 1,Zona 3,1,0,1,0,0,0,0,0,1,0,0,66,Malo,Bueno,F,2,SPA,56,6,49,34,46,46,30,85,50,39,46,99,47,71,74,1,0,0,1,1,1,1,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
1304,Microempresas,Transporte,Segmento C,Segmento A,Region 1,Zona 1,1,1,1,1,0,1,0,1,0,1,0,51,Regular,Bueno,F,1,SPA,97,99,63,9,71,8,19,18,28,55,80,84,40,41,60,0,0,0,1,0,1,1,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,
